순번,프레스명,작업일자,주/야간,가열로명,소재개수,중량(kg),최대중량(kg),최소홀딩시간,최대홀딩시간,시작온도,가열시작일시,가열종료일시,종료온도,소요시간(분),총가스사용량,단위가스사용량(사용량/중량)
175,프레스(P8000),2020-01-13,주간,가열로16호기,16,68433.6,5448,7.5,7.5,-,2020-01-11 07:28,2020-01-13 11:38,-,3130,4046.1,59.1
176,프레스(P15000),2020-01-13,야간,가열로17호기,6,173745,38895,15,0,-,2020-01-12 12:43,2020-01-14 05:35,-,2452,11651.8,67.1
177,프레스(P15000),2020-01-13,야간,가열로18호기,6,111025,25950,15,0,-,2020-01-11 07:00,2020-01-13 22:31,-,3811,8938.2,80.5
178,프레스(P15000),2020-01-13,주간,가열로19호기,4,117900,33350,18,0,-,2020-01-11 07:00,2020-01-13 18:01,-,3541,9816.8,83.3
179,프레스(P15000),2020-01-13,주간,가열로20호기,1,173703,173703,48,0,-,2020-01-11 07:05,2020-01-13 07:35,-,2910,7169.8,41.3
180,프레스(P5000),2020-01-14,주간,가열로2호기,3,51050,20350,12,13,-,2020-01-13 16:55,2020-01-14 14:53,-,1318,4187.4,82
181,프레스(P5000),2020-01-14,야간,가열로3호기,7,103950,14850,12,13,-,2020-01-14 00:15,2020-01-15 02:38,-,1583,7188.3,69.2
182,프레스(P5000),2020-01-14,주간,가열로4호기,7,109200,15600,12,13,-,2020-01-13 15:20,2020-01-14 14:07,-,1367,4404.5,40.3
183,프레스(P5000),2020-01-14,야간,가열로5호기,7,63380,20350,12,13,-,2020-01-14 05:45,2020-01-15 05:35,-,1430,5811,91.7
184,프레스(P15000),2020-01-14,야간,가열로6호기,7,62060,11475,12,0,-,2020-01-14 06:11,2020-01-15 01:36,-,1165,6987.3,112.6
185,링밀(R/M 9500),2020-01-14,주간,가열로7호기,18,60000,4380,4,10,-,2020-01-14 11:00,2020-01-14 15:26,-,266,609.4,10.2
186,링밀(R/M 9500),2020-01-14,야간,가열로7호기,17,54870,3270,4,10,-,2020-01-14 15:26,2020-01-14 23:25,-,479,610.6,11.1
187,링밀(R/M 9500),2020-01-14,주간,가열로8호기,11,75520,8320,4,10,-,2020-01-14 02:20,2020-01-14 18:41,-,981,1922.4,25.5
188,링밀(R/M 9500),2020-01-14,주간,가열로9호기,5,46180,10650,4,10,-,2020-01-14 07:17,2020-01-14 18:04,-,647,2156.7,46.7
189,링밀(R/M 9500),2020-01-14,야간,가열로9호기,8,29460,4580,4,10,-,2020-01-14 18:06,2020-01-15 07:16,-,790,2095.8,71.1
190,링밀(R/M 9500),2020-01-14,주간,가열로10호기,4,14590,3790,4,10,-,2020-01-13 00:00,2020-01-15 00:00,-,2880,-,0
191,링밀(R/M 9500),2020-01-14,야간,가열로10호기,12,43200,3600,4,10,-,2020-01-13 00:00,2020-01-15 00:00,-,2880,-,0
192,링밀(R/M 9500),2020-01-14,주간,가열로11호기,4,59135,15560,4,10,-,2020-01-13 00:00,2020-01-15 00:00,-,2880,-,0
193,링밀(R/M 9500),2020-01-14,야간,가열로11호기,16,62600,4520,4,10,-,2020-01-13 00:00,2020-01-15 00:00,-,2880,-,0
194,프레스(P8000),2020-01-14,야간,가열로12호기,20,79279.5,4886,7.5,7.5,-,2020-01-14 00:03,2020-01-14 23:55,-,1432,4059.7,51.2
195,프레스(P15000),2020-01-14,주간,가열로13호기,2,21225,10650,8,0,-,2020-01-13 14:53,2020-01-14 05:08,-,855,3665.1,172.7
196,프레스(P15000),2020-01-14,야간,가열로13호기,2,51900,25950,6,0,-,2020-01-14 05:08,2020-01-15 01:08,-,1200,4918.1,94.8
197,링밀(R/M 9500),2020-01-14,야간,가열로13호기,6,64300,25950,4,10,-,2020-01-15 01:14,2020-01-15 03:31,-,137,634,9.9
198,프레스(P8000),2020-01-14,주간,가열로14호기,18,70185.8,5607,7.5,7.5,-,2020-01-13 18:18,2020-01-14 19:01,-,1483,4134.8,58.9
199,프레스(P8000),2020-01-14,야간,가열로15호기,17,61357,4886,7.5,7.5,-,2020-01-14 01:24,2020-01-15 07:22,-,1798,5532.2,90.2
200,프레스(P8000),2020-01-14,주간,가열로16호기,20,65092.5,3860,7.5,7.5,-,2020-01-13 11:54,2020-01-14 13:38,-,1544,3574.1,54.9
201,프레스(P15000),2020-01-14,야간,가열로17호기,4,131995,38895,15,0,-,2020-01-14 05:46,2020-01-15 05:06,-,1400,6239.5,47.3
202,프레스(P15000),2020-01-14,주간,가열로18호기,4,85200,21300,6,0,-,2020-01-13 22:31,2020-01-14 14:23,-,952,3329.2,39.1
203,프레스(P15000),2020-01-14,주간,가열로19호기,3,90795,38895,6,0,-,2020-01-13 21:02,2020-01-14 18:03,-,1261,4535.1,49.9
204,프레스(P15000),2020-01-14,주간,가열로20호기,3,139909,101109,12,0,-,2020-01-13 16:59,2020-01-14 16:53,-,1434,6250.3,44.7
205,프레스(P5000),2020-01-15,주간,가열로2호기,7,94360,13480,12,13,-,2020-01-14 16:50,2020-01-15 19:45,-,1615,5406.6,57.3
206,프레스(P5000),2020-01-15,야간,가열로3호기,8,112900,19350,12,13,-,2020-01-15 02:45,2020-01-16 02:14,-,1409,6368.1,56.4
207,프레스(P5000),2020-01-15,주간,가열로4호기,8,101510,14850,12,13,-,2020-01-14 14:45,2020-01-15 15:53,-,1508,4684,46.1
208,프레스(P5000),2020-01-15,야간,가열로5호기,7,94360,13480,12,13,-,2020-01-15 05:57,2020-01-16 06:08,-,1451,5620.8,59.6
209,링밀(R/M 9500),2020-01-15,주간,가열로7호기,14,65320,8920,4,10,-,2020-01-14 23:25,2020-01-15 01:03,-,98,143.6,2.2
210,링밀(R/M 9500),2020-01-15,야간,가열로7호기,15,54170,4710,4,10,-,2020-01-15 01:04,2020-01-15 15:00,-,836,1176.4,21.7
211,링밀(R/M 9500),2020-01-15,주간,가열로8호기,4,41534,19995,4,10,-,2020-01-14 21:54,2020-01-15 18:40,-,1246,1777,42.8
212,링밀(R/M 9500),2020-01-15,주간,가열로10호기,18,63520,4420,4,10,-,2020-01-14 00:00,2020-01-16 00:00,-,2880,-,0
213,링밀(R/M 9500),2020-01-15,야간,가열로10호기,15,42930,4230,4,10,-,2020-01-14 00:00,2020-01-16 00:00,-,2880,-,0
214,링밀(R/M 9500),2020-01-15,주간,가열로11호기,10,55330,9650,4,10,-,2020-01-14 00:00,2020-01-16 00:00,-,2880,-,0
215,링밀(R/M 9500),2020-01-15,야간,가열로11호기,9,40410,4510,4,10,-,2020-01-14 00:00,2020-01-16 00:00,-,2880,-,0
216,프레스(P8000),2020-01-15,야간,가열로12호기,19,56535.1,4096,7.5,7.5,-,2020-01-15 00:11,2020-01-15 23:41,-,1410,3319.9,58.7
217,프레스(P8000),2020-01-15,주간,가열로14호기,19,68302.2,4096,7.5,7.5,-,2020-01-14 19:32,2020-01-15 19:06,-,1414,3979.1,58.3
218,프레스(P8000),2020-01-15,야간,가열로15호기,20,64962.1,4710,7.5,7.5,-,2020-01-15 07:30,2020-01-16 05:37,-,1327,4313.2,66.4
219,프레스(P8000),2020-01-15,주간,가열로16호기,21,67025.9,4376,7.5,7.5,-,2020-01-14 16:34,2020-01-15 13:14,-,1240,3142.5,46.9
220,프레스(P15000),2020-01-15,주간,가열로18호기,4,82090,36000,12,0,-,2020-01-14 14:43,2020-01-15 18:02,-,1639,7008.3,85.4
221,프레스(P15000),2020-01-15,주간,가열로19호기,4,171400,49100,18,0,-,2020-01-14 19:49,2020-01-15 16:41,-,1252,6054,35.3
222,프레스(P15000),2020-01-15,야간,가열로19호기,3,111600,49100,24,0,-,2020-01-15 16:44,2020-01-16 04:29,-,705,2045.9,18.3
223,프레스(P15000),2020-01-15,주간,가열로20호기,4,149909,101109,28,0,-,2020-01-14 16:54,2020-01-15 15:00,-,1326,4357.7,29.1
224,프레스(P15000),2020-01-15,야간,가열로20호기,4,170959,101109,12,0,-,2020-01-15 15:05,2020-01-16 02:43,-,698,2542.5,14.9
225,프레스(P5000),2020-01-16,주간,가열로2호기,7,94380,13500,12,13,-,2020-01-15 19:55,2020-01-16 18:23,-,1348,4715.5,50
226,프레스(P5000),2020-01-16,야간,가열로3호기,9,107900,19100,12,13,-,2020-01-16 02:19,2020-01-17 01:46,-,1407,6579,61
227,프레스(P5000),2020-01-16,주간,가열로4호기,8,92800,11600,12,13,-,2020-01-15 17:10,2020-01-16 13:50,-,1240,4346,46.8
228,프레스(P5000),2020-01-16,야간,가열로5호기,6,84458,15269,12,13,-,2020-01-16 06:25,2020-01-17 06:23,-,1438,5316.7,63
229,프레스(P15000),2020-01-16,주간,가열로6호기,7,91615,14435,12,0,-,2020-01-15 13:41,2020-01-16 13:20,-,1419,9209,100.5
230,프레스(P15000),2020-01-16,야간,가열로6호기,0,31350,0,8,0,-,2020-01-16 13:20,2020-01-17 09:24,-,1204,3303.1,105.4
231,링밀(R/M 9500),2020-01-16,야간,가열로7호기,2,28870,14435,4,10,-,2020-01-15 15:09,2020-01-17 04:12,-,2223,3162.6,109.5
232,링밀(R/M 9500),2020-01-16,주간,가열로8호기,13,36430,4260,4,10,-,2020-01-16 09:00,2020-01-16 21:30,-,750,1394.3,38.3
233,링밀(R/M 9500),2020-01-16,야간,가열로8호기,12,26660,2370,4,10,-,2020-01-16 21:34,2020-01-17 10:24,-,770,1199.5,45
234,링밀(R/M 9500),2020-01-16,야간,가열로9호기,3,43305,14435,4,10,-,2020-01-16 09:24,2020-01-17 05:47,-,1223,3864.8,89.2
235,링밀(R/M 9500),2020-01-16,주간,가열로10호기,4,13080,3270,4,10,-,2020-01-15 00:00,2020-01-17 00:00,-,2880,-,0
236,링밀(R/M 9500),2020-01-16,야간,가열로10호기,15,50060,7010,4,10,-,2020-01-15 00:00,2020-01-17 00:00,-,2880,-,0
237,링밀(R/M 9500),2020-01-16,주간,가열로11호기,27,91070,5130,4,10,-,2020-01-15 00:00,2020-01-17 00:00,-,2880,-,0
238,링밀(R/M 9500),2020-01-16,야간,가열로11호기,10,43460,4690,4,10,-,2020-01-15 00:00,2020-01-17 00:00,-,2880,-,0
239,프레스(P8000),2020-01-16,야간,가열로12호기,16,50006.6,3957,7.5,7.5,-,2020-01-15 23:51,2020-01-16 23:06,-,1395,3200.4,64
240,프레스(P8000),2020-01-16,주간,가열로14호기,21,72744.6,6491,7.5,7.5,-,2020-01-15 19:33,2020-01-16 19:06,-,1413,4092.1,56.3
241,프레스(P8000),2020-01-16,야간,가열로15호기,24,77346.1,3957,7.5,7.5,-,2020-01-16 05:46,2020-01-17 07:39,-,1553,4975.2,64.3
242,프레스(P8000),2020-01-16,주간,가열로16호기,22,59095,3893,7.5,7.5,-,2020-01-15 13:40,2020-01-16 13:23,-,1423,3069,51.9
243,프레스(P15000),2020-01-16,주간,가열로17호기,4,166050,53600,18,0,-,2020-01-15 06:17,2020-01-16 17:04,-,2087,9206.2,55.4
244,프레스(P15000),2020-01-16,야간,가열로18호기,0,137200,0,26,0,-,2020-01-15 18:06,2020-01-16 22:30,-,1704,7013.7,51.1
245,프레스(P15000),2020-01-16,주간,가열로20호기,3,160959,101109,8,0,-,2020-01-16 02:45,2020-01-16 18:25,-,940,3414.8,21.2
246,프레스(P5000),2020-01-17,주간,가열로2호기,8,76432,9554,12,13,-,2020-01-16 19:10,2020-01-17 11:00,-,950,3715,48.6
247,프레스(P5000),2020-01-17,야간,가열로3호기,14,107780,8320,12,13,-,2020-01-17 02:56,2020-01-18 04:37,-,1541,7875.3,73.1
248,프레스(P5000),2020-01-17,주간,가열로4호기,8,61160,10950,12,13,-,2020-01-16 16:15,2020-01-17 18:03,-,1548,5365.2,87.7
249,프레스(P5000),2020-01-17,야간,가열로5호기,8,76432,9554,12,13,-,2020-01-17 06:39,2020-01-17 22:13,-,934,4093.9,53.6
250,링밀(R/M 9500),2020-01-17,주간,가열로8호기,21,70670,6210,4,10,-,2020-01-17 10:36,2020-01-17 21:28,-,652,1011.3,14.3
251,링밀(R/M 9500),2020-01-17,야간,가열로8호기,26,63650,3860,4,10,-,2020-01-17 21:42,2020-01-18 03:08,-,326,566.4,8.9
252,링밀(R/M 9500),2020-01-17,주간,가열로9호기,11,44570,4330,4,10,-,2020-01-17 05:52,2020-01-17 18:46,-,774,2182.3,49
253,링밀(R/M 9500),2020-01-17,야간,가열로9호기,11,67270,6870,4,10,-,2020-01-17 18:46,2020-01-18 02:11,-,445,1094.2,16.3
254,링밀(R/M 9500),2020-01-17,주간,가열로10호기,13,35510,3310,4,10,-,2020-01-16 00:00,2020-01-18 00:00,-,2880,-,0
255,링밀(R/M 9500),2020-01-17,야간,가열로10호기,11,68140,7150,4,10,-,2020-01-16 00:00,2020-01-18 00:00,-,2880,-,0
256,프레스(P8000),2020-01-17,야간,가열로12호기,20,55895.9,4307,7.5,7.5,-,2020-01-16 23:32,2020-01-17 23:48,-,1456,3349.9,59.9
257,프레스(P15000),2020-01-17,주간,가열로13호기,1,173703,173703,12,0,-,2020-01-16 18:22,2020-01-18 05:59,-,2137,4578,26.4
258,프레스(P8000),2020-01-17,주간,가열로14호기,19,74650.5,5373,7.5,7.5,-,2020-01-16 19:33,2020-01-17 18:47,-,1394,4420.5,59.2
259,프레스(P8000),2020-01-17,야간,가열로15호기,18,87331.3,4886,7.5,7.5,-,2020-01-17 07:43,2020-01-18 05:37,-,1314,4483.7,51.3
260,프레스(P8000),2020-01-17,주간,가열로16호기,19,80288.6,5729,7.5,7.5,-,2020-01-16 13:36,2020-01-17 14:20,-,1484,3726,46.4
261,프레스(P15000),2020-01-17,주간,가열로17호기,0,137109,0,12,0,-,2020-01-16 17:07,2020-01-16 22:12,-,305,923.5,6.7
262,프레스(P15000),2020-01-17,야간,가열로18호기,6,139970,36100,15,0,-,2020-01-17 02:39,2020-01-17 22:32,-,1193,3703.2,26.5
263,프레스(P15000),2020-01-17,주간,가열로19호기,0,139970,0,15,0,-,2020-01-16 08:35,2020-01-16 22:13,-,818,5254.8,37.5
264,프레스(P15000),2020-01-17,야간,가열로19호기,3,137200,60100,28,0,-,2020-01-17 04:11,2020-01-20 06:57,-,4486,14652.3,106.8
265,프레스(P15000),2020-01-17,주간,가열로20호기,0,154709,0,8,0,-,2020-01-16 18:27,2020-01-17 09:06,-,879,1640.4,10.6
266,프레스(P5000),2020-01-20,야간,가열로1호기,6,41220,6870,12,13,-,2020-01-18 07:29,2020-01-21 06:44,-,4275,7501.2,182
267,프레스(P5000),2020-01-20,야간,가열로2호기,9,74080,14500,12,13,-,2020-01-18 07:28,2020-01-21 01:00,-,3932,8737.8,118
268,프레스(P5000),2020-01-20,주간,가열로4호기,5,56700,14500,12,13,-,2020-01-18 07:28,2020-01-20 15:12,-,3344,6587,116.2
269,프레스(P5000),2020-01-20,주간,가열로5호기,8,69430,10210,12,13,-,2020-01-18 07:27,2020-01-20 15:52,-,3385,9351.4,134.7
270,프레스(P15000),2020-01-20,야간,가열로6호기,5,72950,31350,18,0,-,2020-01-18 07:00,2020-01-20 22:50,-,3830,10862,148.9
271,링밀(R/M 9500),2020-01-20,야간,가열로7호기,6,49920,8320,4,10,-,2020-01-19 04:22,2020-01-20 16:38,-,2176,4114.6,82.4
272,링밀(R/M 9500),2020-01-20,주간,가열로8호기,13,63750,5380,4,10,-,2020-01-19 07:07,2020-01-20 16:38,-,2011,3198.7,50.2
273,링밀(R/M 9500),2020-01-20,야간,가열로8호기,13,61870,5190,4,10,-,2020-01-20 16:42,2020-01-21 05:55,-,793,1304.9,21.1
274,링밀(R/M 9500),2020-01-20,주간,가열로9호기,14,60550,6870,4,10,-,2020-01-19 04:40,2020-01-20 11:47,-,1867,4971.1,82.1
275,링밀(R/M 9500),2020-01-20,야간,가열로9호기,20,39000,2140,4,10,-,2020-01-20 11:55,2020-01-21 11:59,-,1444,3838.7,98.4
276,링밀(R/M 9500),2020-01-20,주간,가열로10호기,9,75780,9220,4,10,-,2020-01-19 00:00,2020-01-21 00:00,-,2880,-,0
277,링밀(R/M 9500),2020-01-20,야간,가열로10호기,15,54020,4400,4,10,-,2020-01-19 00:00,2020-01-21 00:00,-,2880,-,0
278,링밀(R/M 9500),2020-01-20,야간,가열로11호기,1,30480,30480,4,10,-,2020-01-19 00:00,2020-01-21 00:00,-,2880,-,0
279,프레스(P8000),2020-01-20,주간,가열로12호기,26,48891.4,1774,7.5,7.5,-,2020-01-18 07:40,2020-01-20 14:36,-,3296,5539.7,113.3
280,프레스(P15000),2020-01-20,야간,가열로13호기,2,60960,30480,6,0,-,2020-01-20 10:36,2020-01-21 00:57,-,861,6589.1,108.1
281,링밀(R/M 9500),2020-01-20,야간,가열로13호기,4,36300,30480,4,10,-,2020-01-21 01:03,2020-01-21 02:05,-,62,493.7,13.6
282,프레스(P8000),2020-01-20,야간,가열로14호기,17,65729.5,4219,7.5,7.5,-,2020-01-18 14:27,2020-01-21 06:48,-,3861,6011.4,91.5
283,프레스(P8000),2020-01-20,주간,가열로15호기,18,76057.1,4096,7.5,7.5,-,2020-01-18 14:24,2020-01-20 18:41,-,3137,7009.5,92.2
284,프레스(P8000),2020-01-20,야간,가열로16호기,28,63269.3,3480,7.5,7.5,-,2020-01-18 07:42,2020-01-20 23:30,-,3828,4523.4,71.5
285,프레스(P15000),2020-01-20,주간,가열로17호기,3,171859,101109,24,0,-,2020-01-17 10:00,2020-01-20 18:18,-,4818,13572,79
286,프레스(P15000),2020-01-20,야간,가열로18호기,6,146540,60100,28,0,-,2020-01-18 07:00,2020-01-21 04:37,-,4177,12016.2,82
287,프레스(P15000),2020-01-20,주간,가열로19호기,1,173703,173703,48,0,-,2020-01-20 09:34,2020-01-20 18:43,-,549,2111.4,12.2
288,프레스(P15000),2020-01-20,주간,가열로20호기,2,154709,101109,20,0,-,2020-01-18 06:00,2020-01-20 13:23,-,3323,9025,58.3
289,프레스(P5000),2020-01-21,야간,가열로1호기,4,30950,9260,12,13,-,2020-01-21 06:53,2020-01-22 06:45,-,1432,2794.2,90.3
290,프레스(P5000),2020-01-21,야간,가열로2호기,8,116880,14850,12,13,-,2020-01-21 03:00,2020-01-22 01:32,-,1352,4963.9,42.5
291,프레스(P5000),2020-01-21,주간,가열로3호기,8,66560,8320,12,13,-,2020-01-20 15:07,2020-01-21 13:42,-,1355,7077.9,106.3
292,프레스(P5000),2020-01-21,주간,가열로4호기,3,36420,14150,12,13,-,2020-01-20 16:03,2020-01-21 18:03,-,1560,4292.3,117.9
293,프레스(P15000),2020-01-21,주간,가열로6호기,5,97430,19615,6,0,-,2020-01-20 23:00,2020-01-21 15:00,-,960,6175,63.4
294,프레스(P15000),2020-01-21,야간,가열로6호기,4,78460,19615,12,0,-,2020-01-21 15:00,2020-01-21 22:38,-,458,1860.7,23.7
295,프레스(P15000),2020-01-21,주간,가열로7호기,2,23500,11780,6,0,-,2020-01-20 16:40,2020-01-21 13:42,-,1262,1725.3,73.4
296,링밀(R/M 9500),2020-01-21,야간,가열로7호기,13,51330,8320,4,10,-,2020-01-21 13:45,2020-01-22 01:26,-,701,1013.3,19.7
297,링밀(R/M 9500),2020-01-21,주간,가열로8호기,2,9140,4650,4,10,-,2020-01-20 05:59,2020-01-21 22:17,-,2418,3838.9,420
298,링밀(R/M 9500),2020-01-21,야간,가열로8호기,9,54690,6870,4,10,-,2020-01-21 22:18,2020-01-22 13:52,-,934,1241.4,22.7
299,링밀(R/M 9500),2020-01-21,주간,가열로9호기,7,66560,10400,4,10,-,2020-01-21 12:06,2020-01-21 20:35,-,509,1451.1,21.8
300,링밀(R/M 9500),2020-01-21,야간,가열로9호기,10,68720,8320,4,10,-,2020-01-21 20:35,2020-01-22 08:43,-,728,1854.2,27
301,링밀(R/M 9500),2020-01-21,주간,가열로10호기,17,64120,8320,4,10,-,2020-01-20 00:00,2020-01-22 00:00,-,2880,-,0
302,링밀(R/M 9500),2020-01-21,야간,가열로10호기,18,58000,3230,4,10,-,2020-01-20 00:00,2020-01-22 00:00,-,2880,-,0
303,링밀(R/M 9500),2020-01-21,주간,가열로11호기,24,52800,2200,4,10,-,2020-01-20 00:00,2020-01-22 00:00,-,2880,-,0
304,링밀(R/M 9500),2020-01-21,야간,가열로11호기,11,47630,4330,4,10,-,2020-01-20 00:00,2020-01-22 00:00,-,2880,-,0
305,프레스(P8000),2020-01-21,주간,가열로12호기,22,62578.2,4376,7.5,7.5,-,2020-01-20 14:53,2020-01-21 11:50,-,1257,3515,56.2
306,프레스(P8000),2020-01-21,야간,가열로14호기,19,79379.2,4710,7.5,7.5,-,2020-01-21 07:19,2020-01-22 06:16,-,1377,3972.7,50
307,프레스(P8000),2020-01-21,주간,가열로15호기,22,81783.2,4067,7.5,7.5,-,2020-01-20 18:55,2020-01-21 19:03,-,1448,4844.8,59.2
308,프레스(P8000),2020-01-21,야간,가열로16호기,21,65221.8,2996,7.5,7.5,-,2020-01-21 00:03,2020-01-21 23:46,-,1423,3460.6,53.1
309,프레스(P15000),2020-01-21,야간,가열로18호기,5,127335,60100,28,0,-,2020-01-21 04:44,2020-01-22 05:06,-,1462,7737.3,60.8
310,프레스(P15000),2020-01-21,주간,가열로19호기,3,196720,91370,6,0,-,2020-01-20 18:47,2020-01-21 14:29,-,1182,5010.9,25.5
311,프레스(P15000),2020-01-21,주간,가열로20호기,3,191559,101109,18,0,-,2020-01-20 15:25,2020-01-21 16:33,-,1508,6265.7,32.7
312,프레스(P5000),2020-01-22,야간,가열로2호기,9,118700,19600,12,13,-,2020-01-22 02:50,2020-01-23 01:22,-,1352,5137.7,43.3
313,프레스(P5000),2020-01-22,주간,가열로3호기,7,103950,14850,12,13,-,2020-01-21 13:44,2020-01-22 14:07,-,1463,6339.4,61
314,프레스(P5000),2020-01-22,야간,가열로4호기,7,94360,13480,12,13,-,2020-01-22 06:50,2020-01-23 04:35,-,1305,4794.2,50.8
315,프레스(P5000),2020-01-22,주간,가열로5호기,5,31750,9080,12,13,-,2020-01-21 08:49,2020-01-22 17:58,-,1989,7625.6,240.2
316,링밀(R/M 9500),2020-01-22,주간,가열로7호기,17,72590,5000,4,10,-,2020-01-22 01:28,2020-01-22 04:54,-,206,356.8,4.9
317,링밀(R/M 9500),2020-01-22,야간,가열로7호기,8,33760,4220,4,10,-,2020-01-22 04:55,2020-01-23 05:57,-,1502,2046,60.6
318,링밀(R/M 9500),2020-01-22,주간,가열로8호기,2,39230,19615,4,10,-,2020-01-22 13:58,2020-01-22 19:01,-,303,383.9,9.8
319,링밀(R/M 9500),2020-01-22,주간,가열로9호기,2,39230,19615,4,10,-,2020-01-22 08:43,2020-01-22 18:33,-,590,1407.6,35.9
320,링밀(R/M 9500),2020-01-22,야간,가열로10호기,30,98230,5000,4,10,-,2020-01-21 00:00,2020-01-23 00:00,-,2880,-,0
321,링밀(R/M 9500),2020-01-22,야간,가열로11호기,11,42630,4630,4,10,-,2020-01-21 00:00,2020-01-23 00:00,-,2880,-,0
322,프레스(P8000),2020-01-22,주간,가열로12호기,21,52259.1,2412,7.5,7.5,-,2020-01-21 11:57,2020-01-22 13:18,-,1521,3892.2,74.5
323,프레스(P15000),2020-01-22,주간,가열로13호기,2,190100,130000,26,0,-,2020-01-21 02:07,2020-01-22 14:59,-,2212,12671.2,66.7
324,프레스(P8000),2020-01-22,야간,가열로14호기,20,73432.6,3893,7.5,7.5,-,2020-01-22 06:50,2020-01-23 06:31,-,1421,3769.5,51.3
325,프레스(P8000),2020-01-22,주간,가열로15호기,17,74125.8,6033,7.5,7.5,-,2020-01-21 19:15,2020-01-22 18:42,-,1407,4552.8,61.4
326,프레스(P8000),2020-01-22,야간,가열로16호기,24,70621.4,3893,7.5,7.5,-,2020-01-22 00:02,2020-01-23 01:00,-,1498,3467.9,49.1
327,프레스(P15000),2020-01-22,주간,가열로17호기,4,153400,60100,18,0,-,2020-01-21 14:00,2020-01-22 14:26,-,1466,8358.8,54.5
328,프레스(P15000),2020-01-22,야간,가열로17호기,3,111300,60100,26,0,-,2020-01-22 14:31,2020-01-23 01:01,-,630,2230.4,20
329,프레스(P15000),2020-01-22,야간,가열로18호기,6,169320,34850,12,0,-,2020-01-22 06:06,2020-01-23 07:14,-,1508,8759.1,51.7
330,프레스(P15000),2020-01-22,주간,가열로19호기,3,193320,91370,28,0,-,2020-01-21 14:33,2020-01-22 11:31,-,1258,3062.3,15.8
331,프레스(P15000),2020-01-22,주간,가열로20호기,2,160209,101109,18,0,-,2020-01-21 16:35,2020-01-22 11:10,-,1115,3206.7,20
332,프레스(P5000),2020-01-23,야간,가열로2호기,8,88800,11100,12,13,-,2020-01-23 02:50,2020-01-23 22:30,-,1180,4045.4,45.6
333,프레스(P5000),2020-01-23,주간,가열로3호기,6,89100,14850,12,13,-,2020-01-22 14:08,2020-01-23 10:13,-,1205,5224.9,58.6
334,프레스(P5000),2020-01-23,야간,가열로4호기,6,80880,13480,12,13,-,2020-01-23 05:00,2020-01-24 02:20,-,1280,4019.1,49.7
335,프레스(P5000),2020-01-23,주간,가열로5호기,7,94360,13480,12,13,-,2020-01-22 19:09,2020-01-23 14:23,-,1154,5217.3,55.3
336,링밀(R/M 9500),2020-01-23,주간,가열로7호기,8,33200,4150,4,10,-,2020-01-23 05:59,2020-01-23 22:39,-,1000,1378.1,41.5
337,링밀(R/M 9500),2020-01-23,야간,가열로7호기,14,52580,4220,4,10,-,2020-01-23 23:19,2020-01-24 07:34,-,495,601.7,11.4
338,링밀(R/M 9500),2020-01-23,주간,가열로9호기,2,27700,13850,4,10,-,2020-01-23 02:38,2020-01-23 14:11,-,693,2044.7,73.8
339,링밀(R/M 9500),2020-01-23,주간,가열로10호기,2,29420,14710,4,10,-,2020-01-22 00:00,2020-01-24 00:00,-,2880,-,0
340,링밀(R/M 9500),2020-01-23,주간,가열로11호기,18,65700,4150,4,10,-,2020-01-22 00:00,2020-01-24 00:00,-,2880,-,0
341,링밀(R/M 9500),2020-01-23,야간,가열로11호기,16,32750,2150,4,10,-,2020-01-22 00:00,2020-01-24 00:00,-,2880,-,0
342,프레스(P15000),2020-01-23,주간,가열로13호기,1,130000,130000,24,0,-,2020-01-22 14:59,2020-01-23 13:42,-,1363,5479.1,42.1
343,프레스(P8000),2020-01-23,주간,가열로15호기,28,77587.8,3957,7.5,7.5,-,2020-01-22 19:14,2020-01-23 14:36,-,1162,4251.2,54.8
344,프레스(P8000),2020-01-23,야간,가열로16호기,28,74043.1,4775,7.5,7.5,-,2020-01-23 01:29,2020-01-23 22:56,-,1287,3271.2,44.2
